credit_score,monthly_income,existing_debt_payment,loan_amount,employment_years,prior_defaults,dti_ratio,default_status
436,14755,542,6657,37,0,0.036733310742121314,0
797,5525,2309,44531,21,0,0.4179185520361991,0
776,13531,2914,57227,9,0,0.21535732761806223,0
522,4822,353,8164,5,0,0.07320613853172957,0
671,6943,620,98078,16,0,0.0892985741034135,0
701,8530,1076,88973,37,0,0.1261430246189918,0
742,13116,3822,46247,23,0,0.2913998170173833,0
789,2258,3651,24601,9,0,1.616917626217892,0
572,2282,109,98966,7,0,0.047765118317265556,0
825,3898,2873,55599,20,0,0.7370446382760389,0
458,6135,2652,76545,5,0,0.4322738386308069,0
451,8629,2932,9552,20,0,0.3397844477923282,0
487,13168,1683,14417,38,0,0.12780984204131227,0
397,12459,2583,63579,23,0,0.2073200096315916,0
430,5200,1234,73207,32,0,0.2373076923076923,0
470,7110,252,77055,17,1,0.035443037974683546,1
482,9167,1758,83270,27,0,0.19177484455110724,0
663,2612,3064,8722,31,1,1.1730474732006126,1
338,2687,3016,75442,11,0,1.1224413844436174,1
826,5690,3273,45031,26,0,0.575219683655536,0
796,10804,2900,84235,9,0,0.26841910403554237,0
815,4307,1956,26438,31,0,0.4541444160668679,0
648,9133,1314,63819,25,0,0.1438738640096354,0
696,13205,1852,48856,24,0,0.1402499053388868,0
460,8509,2710,38576,10,0,0.3184863086144083,0
315,11973,3975,46938,22,1,0.33199699323477827,1
792,7906,1204,54028,33,0,0.15228940045535036,0
725,4591,2636,64807,39,0,0.5741668481812241,0
407,12888,994,54877,22,0,0.0771260086902545,0
749,14150,1211,48461,28,0,0.08558303886925796,0
610,9183,3365,98474,30,0,0.3664379832298813,0
469,7248,203,45469,6,0,0.028007726269315674,0
845,10766,3954,88136,39,0,0.36726732305405907,0
713,12102,3267,25435,32,0,0.2699553792761527,0
550,7108,3594,89117,20,0,0.5056274620146314,0
440,5604,2014,19191,1,0,0.3593861527480371,0
573,2669,3369,89726,17,0,1.2622705133008618,0
715,6364,3172,32386,32,0,0.4984286612193589,0
338,9329,1106,36721,36,1,0.11855504341301318,1
328,3283,506,59786,33,0,0.15412732257081938,1
776,2923,1501,18704,19,1,0.5135135135135135,1
617,3125,266,61635,34,0,0.08512,0
544,3529,608,7123,17,0,0.17228676678945878,0
571,11786,1761,95710,23,0,0.14941455964703887,0
739,10438,2460,67993,7,0,0.23567733282237976,0
538,5711,3764,85122,29,0,0.6590789704079846,0
676,10004,3589,30416,9,0,0.3587564974010396,0
565,11752,862,6814,22,0,0.07334921715452689,0
658,8274,780,83537,10,0,0.09427121102248005,0
639,12592,2624,55258,1,0,0.20838627700127066,0
688,12435,2220,21508,25,1,0.17852834740651388,1
302,5864,1264,90166,35,0,0.2155525238744884,1
728,12131,681,83916,32,0,0.056137169235842055,0
441,9833,361,40699,12,0,0.036713108918946406,0
675,13261,1463,51335,39,0,0.11032350501470477,0
623,8788,1431,51806,24,0,0.16283568502503415,0
445,2226,2392,82853,3,1,1.0745732255166218,1
592,13739,1638,68768,18,0,0.11922265084795108,0
731,2264,3508,40739,17,0,1.5494699646643109,0
698,11587,3746,39785,36,0,0.323293345991197,0
643,13749,660,36980,29,1,0.04800349116299367,1
439,2645,1199,94335,18,0,0.4533081285444234,0
486,9544,2003,99702,22,0,0.20987007544006706,0
360,7569,274,90016,15,0,0.03620029065926807,0
679,4990,2256,6609,0,0,0.4521042084168337,0
739,12091,2330,71253,11,0,0.19270531800512777,0
618,4504,291,90481,23,0,0.06460923623445826,0
601,12964,164,96128,33,0,0.012650416538105523,0
643,11346,3110,33141,7,0,0.27410541159880136,0
310,2587,1597,35009,17,0,0.6173173560108234,1
361,14763,3954,11782,4,0,0.267831741515952,1
525,12013,3271,97072,25,0,0.27228835428286025,0
452,11177,1667,30933,29,0,0.14914556678894159,0
609,6079,3011,82154,12,0,0.4953117289027801,0
542,5348,1251,13307,18,0,0.23391922213911742,0
792,8299,3623,97207,28,0,0.43655862152066516,0
665,5831,2037,80874,2,0,0.34933973589435774,0
629,11433,468,43346,25,0,0.040934138021516665,0
406,10381,950,55772,39,0,0.0915133416819189,0
525,11172,142,77084,11,0,0.012710347296813463,0
517,11890,2007,45149,1,0,0.1687973086627418,0
805,3715,3590,91700,10,0,0.9663526244952894,0
558,12785,2635,32526,27,0,0.20610089949159172,0
816,14328,177,90712,17,0,0.012353433835845896,0
353,8450,2973,73477,12,0,0.3518343195266272,1
346,14625,1924,10695,36,0,0.13155555555555556,1
820,7433,1393,44169,21,0,0.187407507063097,0
398,3098,773,52947,11,0,0.24951581665590702,0
319,9096,800,52224,1,0,0.08795074758135445,1
789,4326,858,50865,36,0,0.19833564493758668,0
718,13439,2023,30553,6,1,0.15053203363345488,1
361,11087,2875,65410,25,0,0.2593127085776134,1
444,8416,3486,95895,25,0,0.4142110266159696,0
515,8980,3072,29816,23,0,0.3420935412026726,0
302,8763,1001,60026,11,1,0.11423028643158735,1
459,3674,3036,55705,15,0,0.8263473053892215,0
419,13101,1092,66922,22,0,0.08335241584611862,0
388,9950,1291,78914,39,1,0.12974874371859296,1
628,11122,2486,6881,8,0,0.22352094946951986,0
656,14576,2340,44567,31,0,0.1605378704720088,0
566,10915,1576,52365,14,0,0.14438845625286303,0
622,13132,2430,84211,36,0,0.18504416692049955,0
840,8049,3507,75122,12,0,0.4357062989191204,0
494,3089,489,30006,4,0,0.15830365814179345,0
631,6578,1099,46198,10,0,0.1670720583764062,0
469,11127,624,27831,9,0,0.05607980587759504,0
820,12487,3411,21459,12,0,0.27316409065428043,0
762,2155,1955,37443,14,0,0.9071925754060325,0
339,11262,1606,47316,6,0,0.14260344521399396,1
836,3958,758,69486,39,0,0.19151086407276402,0
560,12693,2863,10877,27,0,0.22555739383912393,0
694,8344,3763,44553,31,1,0.4509827420901246,1
525,7779,990,9922,34,0,0.12726571538758194,0
423,14411,3726,9686,14,0,0.2585524946221636,0
337,8144,1581,37766,35,1,0.19413064833005894,1
627,7063,3260,84943,20,0,0.46156024352258246,0
550,5830,3831,37006,5,0,0.6571183533447684,0
475,11046,3266,36422,0,1,0.29567264168024626,1
753,10831,551,17205,3,0,0.05087249561444003,0
336,12430,2575,91590,10,0,0.2071600965406275,1
615,11794,3322,28527,25,0,0.2816686450737663,0
413,8659,1637,23443,36,0,0.18905185356276707,0
339,2441,3547,21524,22,0,1.4530929946743139,1
600,8040,3193,33202,28,0,0.3971393034825871,0
523,7925,982,70552,20,0,0.12391167192429021,0
617,9358,412,51142,26,0,0.04402650138918572,0
648,6628,939,66692,38,0,0.1416716958358479,0
414,8370,2666,87384,39,0,0.31851851851851853,0
622,11528,3377,25855,12,0,0.2929389312977099,0
339,13892,474,88747,22,0,0.03412035704002304,1
339,2948,550,65372,15,0,0.1865671641791045,1
588,13565,3797,30095,29,0,0.2799115370438629,0
561,10179,3955,43724,3,0,0.3885450437174575,0
515,8115,3162,54241,39,0,0.38964879852125694,0
446,2459,694,57003,15,0,0.2822285481903213,0
635,9568,3350,73379,30,0,0.35012541806020064,0
467,6646,1333,99837,24,0,0.20057177249473368,0
391,2392,599,96996,11,0,0.2504180602006689,0
652,14130,563,99283,25,0,0.03984430290162774,0
662,3787,3295,20972,36,0,0.870081858991286,0
644,9374,212,98846,32,1,0.02261574567953915,1
469,12449,1135,27927,27,0,0.09117198168527593,0
655,3138,3297,71630,8,0,1.0506692160611855,0
490,14000,3736,57347,11,0,0.26685714285714285,0
721,6741,2478,93860,4,0,0.367601246105919,0
306,9418,2024,91210,27,0,0.21490762369929922,1
432,8362,3454,74518,34,0,0.41305907677589093,0
330,4454,239,50283,4,0,0.053659631791647955,1
834,11658,1524,86326,33,1,0.13072568193515183,0
725,5674,3049,17205,33,1,0.5373634120549876,1
693,3377,3268,94874,12,0,0.9677228309150133,0
662,8701,616,17748,38,0,0.07079646017699115,0
736,4597,2716,26097,13,0,0.59082010006526,0
381,2141,2047,8092,10,0,0.9560952825782345,1
655,4659,2993,58311,37,0,0.6424125348787293,0
557,6596,3240,27692,3,0,0.49120679199514855,0
823,11031,2265,28862,32,0,0.20533043241773186,0
594,13810,987,95396,6,0,0.07146994931209269,0
523,7661,3230,84507,7,0,0.42161597702649783,0
824,8142,3204,85152,36,0,0.393515106853353,0
345,14109,1441,75469,9,0,0.1021333900347296,1
412,7626,149,9926,14,0,0.01953842119066352,0
532,10787,3660,96299,37,0,0.3392973023083341,0
316,12096,118,8969,14,0,0.009755291005291005,1
659,10472,825,40733,4,0,0.07878151260504201,0
522,2423,2344,74855,28,0,0.9673957903425505,0
747,8999,1573,46743,18,0,0.17479719968885432,0
664,14557,2706,44876,9,0,0.18588994985230473,0
625,6249,3850,25323,11,0,0.6160985757721236,0
766,3750,551,21428,3,0,0.14693333333333333,0
713,6757,2436,39578,30,0,0.3605150214592275,0
754,3967,1264,91486,17,0,0.3186286866649861,0
532,6088,1207,69140,15,0,0.19825886990801578,0
523,6178,3865,88829,39,0,0.6256069925542247,0
711,9789,2538,11364,35,0,0.2592706098682194,0
634,4946,3762,40349,24,0,0.760614638091387,0
521,11641,314,5691,22,0,0.026973627695215188,0
336,7394,1649,71467,11,0,0.22301866378144442,1
577,9880,2362,50896,33,0,0.23906882591093118,0
495,12523,3574,62062,35,0,0.2853948734328835,0
783,7075,227,84762,36,0,0.03208480565371025,0
541,12412,1945,18861,2,0,0.15670319046084435,0
623,13981,3648,93302,8,1,0.2609255418067377,1
491,9230,859,68928,17,0,0.09306608884073672,0
316,13002,2551,88231,34,0,0.19620058452545763,1
823,14920,3200,46347,33,0,0.21447721179624665,0
700,3531,1915,8121,13,0,0.5423392806570376,0
321,4990,2485,88793,3,0,0.49799599198396793,1
773,9155,2978,33164,28,0,0.32528672856362645,0
419,6493,2861,30491,14,0,0.440628369012783,0
509,11335,460,64222,27,0,0.04058226731363035,0
605,2933,668,28165,15,0,0.22775315376747357,0
569,3460,1515,8748,11,0,0.43786127167630057,0
584,4723,2365,31553,4,0,0.5007410544145671,0
526,12704,1697,65380,33,0,0.13357997481108314,0
680,2285,1792,49331,0,0,0.7842450765864333,0
759,2264,301,44560,38,0,0.1329505300353357,0
306,12559,2164,58865,31,0,0.1723067123178597,1
328,8816,2469,51686,25,0,0.2800589836660617,1
332,13639,617,80910,16,0,0.045237920668670724,1
378,3762,3741,9675,26,0,0.9944178628389154,1
758,13240,1448,71706,23,0,0.10936555891238671,0
837,12573,1535,82986,34,0,0.12208701185079138,0
781,12461,1441,81216,38,0,0.11564079929379664,0
729,2040,780,15068,25,0,0.38235294117647056,0
584,7827,2088,59460,37,0,0.26676887696435414,0
815,10259,3253,51418,22,0,0.3170874354225558,0
398,2987,3645,31206,21,0,1.2202879142952796,1
696,9804,1591,5287,3,0,0.16228070175438597,0
788,9789,524,27337,8,0,0.053529471856165085,0
338,7717,2068,25666,3,0,0.2679797848905015,1
570,14200,3902,6161,6,0,0.2747887323943662,0
456,5198,1812,95071,22,0,0.34859561369757597,0
374,7374,3375,43751,1,0,0.4576891781936534,1
429,6790,3754,87063,23,0,0.5528718703976436,0
383,9183,3166,94389,39,0,0.3447675051726016,1
321,4524,2534,19758,30,0,0.5601237842617153,1
758,11277,877,70780,30,0,0.0777689101711448,0
838,4479,2245,8178,39,0,0.5012279526680062,0
681,11885,3516,36831,33,0,0.2958350862431636,0
739,12507,1926,7176,23,0,0.15399376349244423,0
320,7154,307,38654,25,0,0.04291305563321219,1
602,2778,1637,31627,15,0,0.5892728581713463,0
383,14781,1759,57550,12,0,0.1190041269196942,0
752,11777,3963,49910,14,0,0.33650335399507514,0
686,3492,2733,95417,26,0,0.7826460481099656,0
806,2660,2313,63251,3,0,0.8695488721804512,0
556,3348,121,40422,15,0,0.03614097968936679,0
826,11491,253,16984,29,0,0.022017230876338004,0
461,14132,2062,94312,29,0,0.1459099915086329,0
462,12178,3610,66386,35,0,0.29643619641977337,0
823,9851,3466,88291,2,0,0.35184245254288904,0
570,9156,318,12135,21,0,0.03473132372214941,0
791,4044,768,5320,21,0,0.18991097922848665,0
507,9368,1618,99171,11,0,0.17271562766865928,0
838,5516,2377,26684,20,0,0.43092820884699057,0
359,11250,2167,60913,3,0,0.19262222222222222,1
729,11168,2700,93774,30,0,0.2417621776504298,0
608,6577,1049,26889,30,0,0.15949521058233238,0
819,2727,2295,53899,22,0,0.8415841584158416,0
326,12719,3279,15770,19,0,0.2578032864218885,1
498,13328,502,44321,14,0,0.037665066026410565,0
686,9468,695,90962,22,0,0.07340515420363329,0
648,2342,3654,46777,27,0,1.560204953031597,0
835,3447,2514,51250,15,0,0.7293298520452568,0
677,12571,1537,78034,36,0,0.12226553177949248,0
826,8581,3480,45130,20,0,0.4055471390280853,0
452,13851,2949,86931,14,0,0.21290881524799654,0
505,8317,3065,54346,16,0,0.36852230371528194,0
754,2526,1257,7537,36,0,0.497624703087886,0
572,12088,1842,89762,12,0,0.15238252812706818,0
535,14946,1406,20216,18,0,0.09407199250635621,0
820,12265,3949,89149,29,0,0.3219730941704036,0
800,8748,172,8009,17,0,0.019661636945587563,0
416,2405,580,94904,13,0,0.24116424116424118,0
685,9986,3523,34327,35,0,0.3527939114760665,0
643,11765,659,19209,35,0,0.056013599660008496,0
694,14792,3497,53443,19,0,0.2364115738236885,0
363,5740,844,20029,18,0,0.1470383275261324,1
371,14466,1566,72613,6,0,0.10825383658233098,0
573,14419,199,84443,3,0,0.013801234482280324,0
619,3846,1182,61997,33,0,0.3073322932917317,0
637,3478,2655,67559,1,0,0.7633697527314549,0
665,12587,2405,69892,4,0,0.19107015174386272,0
794,2771,512,75409,9,1,0.18477084085167808,0
465,7525,3623,13635,31,0,0.48146179401993355,0
843,10770,1188,38065,12,0,0.11030640668523677,0
310,13093,2742,38783,38,0,0.209424883525548,1
600,2193,1277,39152,4,0,0.5823073415412676,0
401,4007,2108,63741,9,0,0.5260793611180434,1
724,3185,2413,56502,9,1,0.7576138147566719,1
691,4394,920,34092,37,0,0.20937642239417387,0
513,13190,3250,22653,26,0,0.24639878695981804,0
387,11984,3486,45469,20,1,0.2908878504672897,1
700,11302,761,91483,7,0,0.06733321536011326,0
345,6005,3094,64754,0,0,0.5152373022481266,1
762,9429,659,34978,27,0,0.06989076254109662,0
609,4261,3064,92592,38,0,0.7190800281624032,0
385,5736,3038,99543,13,0,0.5296373779637378,1
391,13985,1371,48169,20,1,0.09803360743653915,1
541,12128,1913,53287,29,0,0.15773416886543534,0
301,8716,3015,59745,20,0,0.3459155575952272,1
524,6875,709,10543,8,0,0.10312727272727273,0
415,14549,2561,61392,16,0,0.17602584370059798,0
402,10921,124,26067,4,0,0.011354271586851022,0
493,6378,2128,56033,30,0,0.3336469112574475,0
465,9815,383,50256,39,0,0.03902190524707081,0
389,5451,1572,95633,37,0,0.2883874518436984,0
421,14649,3028,74345,18,0,0.20670352925114344,0
442,9616,400,27191,35,0,0.04159733777038269,0
405,14728,1191,91803,32,0,0.08086637696903856,0
727,12332,1130,77742,12,0,0.09163152773272787,0
604,11836,916,91593,13,0,0.07739101047651234,0
616,4800,3308,33992,32,0,0.6891666666666667,0
308,10333,3335,86531,28,0,0.3227523468498984,1
372,7410,182,53803,35,0,0.02456140350877193,0
658,3455,2020,68477,9,0,0.5846599131693199,0
522,8892,3821,18210,30,0,0.4297121007647323,0
715,7808,3591,88329,5,0,0.4599129098360656,0
669,8796,3244,31270,0,0,0.36880400181900863,0
563,6796,3408,67008,6,0,0.5014714537963508,0
617,7093,2193,10197,26,0,0.3091780628788947,0
383,12288,717,12452,20,1,0.058349609375,1
617,3325,3075,46486,27,0,0.924812030075188,0
410,6976,3971,19859,15,0,0.5692373853211009,0
550,11405,2409,32236,22,0,0.21122314774221831,0
682,3159,275,36899,19,0,0.0870528648306426,0
306,6650,1289,37083,37,0,0.19383458646616541,1
758,14691,2804,72708,24,0,0.19086515553740385,0
383,6987,941,21663,27,0,0.13467868899384572,0
507,6697,469,98076,4,0,0.07003135732417501,0
689,2340,1918,24053,20,0,0.8196581196581196,0
613,5828,2201,16085,17,1,0.3776595744680851,1
321,3968,789,35564,5,0,0.19884072580645162,1
709,2703,3590,94745,28,0,1.3281539030706622,0
814,14605,1879,64095,18,0,0.12865457035261896,0
426,7482,3678,74517,32,0,0.491579791499599,0
313,12621,1464,26153,0,0,0.11599714761112431,1
311,8376,3298,10247,2,0,0.3937440305635148,1
386,3800,1532,15553,20,0,0.4031578947368421,1
823,7463,466,25811,34,0,0.06244137746214659,0
836,6912,3442,11135,39,0,0.49797453703703703,0
600,6648,743,10573,2,1,0.11176293622141997,1
542,2855,3776,84267,24,0,1.3225919439579685,0
421,12004,2526,12189,37,0,0.21042985671442851,0
446,4866,172,85077,19,0,0.03534730785039047,0
655,13834,3062,48646,33,0,0.22133873066358248,0
608,2182,1371,81623,20,0,0.6283226397800183,0
587,5112,959,58687,22,0,0.1875978090766823,0
606,7670,3956,73312,5,0,0.5157757496740547,0
848,6492,142,32564,12,0,0.021873074553296366,0
651,7823,2524,33835,22,0,0.32263837402531,0
611,3517,1164,66587,8,0,0.33096388967870344,0
358,7002,2317,12697,16,1,0.3309054555841188,1
334,3356,2359,85165,1,0,0.7029201430274136,1
744,12366,1616,78922,18,0,0.1306808992398512,0
392,5629,3851,22046,18,0,0.6841357257061645,1
506,5628,2186,62823,6,1,0.38841506751954513,1
652,14288,468,78580,19,0,0.032754759238521836,0
631,13431,2904,58370,8,0,0.21621621621621623,0
458,13883,250,14615,16,0,0.01800763523734063,0
323,10210,1234,10060,26,0,0.12086190009794319,1
703,13595,1603,81436,1,0,0.11791099668995954,0
815,14871,1559,65519,35,0,0.10483491359020913,0
663,14743,1170,76117,18,1,0.0793596961269755,1
681,13196,1123,66158,16,0,0.08510154592300698,0
831,8132,1698,39782,4,0,0.2088047220855878,0
451,11324,2884,90709,38,0,0.2546803249735076,0
719,13531,2140,83533,17,0,0.15815534698100658,0
549,8588,1489,63255,6,1,0.17338146250582206,1
416,5311,168,77684,16,0,0.03163246093014498,0
811,8048,2446,61918,38,0,0.3039264413518887,0
634,13564,1043,89284,35,0,0.07689472132114421,0
717,8246,901,84558,39,0,0.10926509822944458,0
594,2987,2443,90549,3,0,0.817877469032474,0
670,5321,2350,86422,37,0,0.44164630708513436,0
485,6615,160,30256,24,0,0.02418745275888133,0
545,10365,1045,35005,4,0,0.10082006753497347,0
567,5741,3110,11638,29,0,0.5417174708238983,0
536,5052,1437,42419,11,0,0.2844418052256532,0
829,8574,1284,38377,3,0,0.1497550734779566,0
320,2726,430,48116,23,0,0.15774027879677183,1
819,5760,1651,41634,28,0,0.28663194444444445,0
399,7806,437,87291,8,0,0.05598257750448373,0
777,3875,1729,28382,3,0,0.4461935483870968,0
597,8993,1427,61063,23,0,0.15867897253419327,0
825,6033,1626,27394,13,0,0.2695176529090005,0
633,7443,1773,72789,4,0,0.23821039903264812,0
301,2989,1461,5864,17,0,0.4887922382067581,1
674,5744,1673,45222,18,0,0.29126044568245124,0
592,12878,2786,18666,11,0,0.2163379406740177,0
617,10611,374,25955,17,0,0.03524644237112431,0
801,2593,1287,86845,16,0,0.4963362900115696,0
680,3774,3614,74590,29,1,0.9576046634870164,1
313,12651,2466,71471,23,0,0.1949253023476405,1
803,2935,2736,93314,10,0,0.9321976149914821,0
530,5808,2651,48298,34,0,0.4564393939393939,0
383,2331,3857,68108,22,0,1.6546546546546546,1
429,13641,2534,53924,16,0,0.18576350707426142,0
444,9922,2093,21709,0,0,0.21094537391654908,0
327,4702,969,14726,14,0,0.20608251807741387,1
365,14198,2980,65824,31,0,0.2098887167206649,1
462,7889,1114,45542,8,0,0.14120927874255293,0
528,7054,2011,25245,14,0,0.28508647575843493,0
560,5868,702,39753,27,0,0.1196319018404908,0
748,6200,3921,84788,23,0,0.6324193548387097,0
723,2201,1899,26316,34,0,0.8627896410722399,0
759,4497,790,89698,21,0,0.17567267066933512,0
600,3842,593,20960,26,0,0.1543466944299844,0
602,12058,589,35791,18,0,0.04884723834798474,0
586,12188,2868,30216,11,0,0.2353134230390548,0
694,11101,3244,37467,19,0,0.292225925592289,0
309,14497,2656,69427,0,0,0.1832103193764227,1
569,6658,489,67047,20,0,0.07344547912285972,0
660,13381,3790,78290,0,0,0.28323742620133024,0
556,9544,394,52014,9,0,0.041282481139983236,0
432,9718,1492,9078,31,0,0.1535295328256843,0
575,2770,2943,83389,38,0,1.0624548736462094,0
812,5155,3012,55519,21,0,0.5842870999030068,0
612,12693,1817,9042,17,0,0.14314976758843456,0
583,12906,2696,54052,31,0,0.20889508755617542,0
420,14916,748,19389,26,1,0.05014749262536873,1
406,13777,1973,73111,27,0,0.143209697321623,0
503,3628,667,98715,17,0,0.1838478500551268,0
464,2386,3358,55733,38,0,1.4073763621123219,1
604,8031,3000,39754,28,0,0.3735524841240194,0
796,13613,2917,23624,17,0,0.21428046720047014,0
455,8439,544,90886,7,0,0.06446261405379784,0
666,8401,3741,31681,30,0,0.4453041304606594,0
550,6008,462,94524,33,0,0.07689747003994674,0
633,14285,2270,86006,6,0,0.15890794539726985,0
810,14555,1311,29704,35,0,0.0900721401580213,0
592,4466,841,99913,17,0,0.18831168831168832,0
319,4282,2141,99108,37,0,0.5,1
581,3856,779,12493,8,0,0.2020228215767635,0
300,9980,2567,74639,8,0,0.25721442885771545,1
418,3998,3797,59383,7,0,0.9497248624312156,1
334,7476,3423,7994,34,0,0.45786516853932585,1
